wse_jam,discharge,slope,flow_area_interstitial,flow_area_extent,wood_sub_area,wp_channel,wp_wood,wp_total,hydraulic_radius_channel,hydraulic_radius_total,hydraulic_mean_depth,porosity,blockage_ratio,velocity_interstitial,velocity_extent,reynolds_veg,coef_drag_veg,coef_drag_liu,F_drag_adjusted,F_drag_standard,F_drag_veg,mannings_n_adjusted,mannings_n_standard,petryk_n3,petryks_n,sharpes_n,conveyance_ratio,darcy_f_adjusted,darcy_f_standard,drag_coefficient
999.69,0,0.015132072244108898,1.3591610141563466,1.3732539899324818,0.014092975776135264,7.304034005533172,0.5900882331212856,7.894122238654457,0.18608360984172773,0.17217379881718348,0.19063350863257744,0.9897375315277052,0.010262468472294894,0.0,0.0,0.0,,,0.0,0.0,,,,,,,96.44244308273913,,,
999.7,0,0.015132072244108898,1.4242294433468696,1.4446582489968312,0.02042880564996156,7.333424935970198,0.6806307804635252,8.014055716433724,0.19421067997315591,0.17771643893444947,0.19916103389667178,0.9858590738230669,0.014140926176933055,0.0,0.0,0.0,,,0.0,0.0,,,,,,,69.71672586985277,,,
999.71,0.0007875573464614115,0.015130775320341273,1.4889030391154214,1.5162768910974247,0.027373851982003244,7.362815866407226,0.7344402434167496,8.097256109823975,0.2022192414057951,0.18387747885472136,0.2075825353287439,0.9819466667712708,0.018053333228729134,0.0005289513996353385,0.0005194020637559191,74.35623127423652,7.843235229071107,3.9531953623241805,3.828119007224322e-06,3.6911460624922665e-06,3.0024837858538516e-05,,,0.07269122127156755,0.15489490446230267,0.031000019644940542,54.39143311267595,,,
999.72,0.06082903685876976,0.015030694374171441,1.5532957412149424,1.5881099162342627,0.034814175019320284,7.392206796844254,0.7882497063699725,8.180456503214227,0.210126121184549,0.18987885830144427,0.2159147989035743,0.9780782333367253,0.02192176666327473,0.039161271897385795,0.038302787632614244,5684.685709199236,1.4354442497552486,1.5487447889774941,0.026686256750918826,0.025529061414082482,0.03830663380059861,1.0342300240799673,1.1313035988638112,0.04565367822289703,0.12380172995633158,0.03102433230387427,44.616761429875446,,,
999.73,0.12011932958458535,0.01492952812279204,1.6174073307274008,1.6601571054893143,0.04274977476191272,7.421291792308256,0.8420591693231969,8.263350961631453,0.21794148188644877,0.19573261964031022,0.22417205784122327,0.9742495607068986,0.025750439293100915,0.07426659153978471,0.07235419418283393,11112.960213948547,1.2767735979736763,1.629657021389942,0.11785249751033584,0.11186113658287561,0.15047095727645524,0.5546321246319147,0.6115790442081072,0.04622486138253327,0.12445859058991324,0.031092843230561853,37.834288946205305,,,
999.74,0.17868594389051864,0.014827316309944737,1.6812160555940252,1.732393101240038,0.05117704564601242,7.447653663606648,0.8940475004349775,8.341701164041625,0.22573767948009937,0.20154354879568254,0.23246348358899566,0.9704587569591564,0.02954124304084342,0.10628374818094598,0.10314399414464083,16376.037401628042,1.235712003296421,1.7147953602287962,0.2889528014816524,0.2721329163970823,0.35706244517700575,0.3938314085574066,0.43768000031607324,0.04750234646123521,0.12592769843042048,0.03121411543875379,32.85097907415101,,,
999.75,0.23655474911636665,0.014724096311325905,1.7448139351657272,1.804800559130829,0.05998662396510158,7.474015534905041,0.9514193106121762,8.425434845517216,0.23345067012733947,0.20708888824819077,0.24068660244854792,0.9667627408127629,0.03323725918723698,0.13557591692084808,0.13106974503060254,21464.08627661332,1.2186560845294192,1.796105372417438,0.5511089904799569,0.5150831043538725,0.6716123244872652,0.3132826224224382,0.3510012152645559,0.04888129566693939,0.12751349001698029,0.03139146506573403,29.086716668382735,,,
999.76,0.2937501091225572,0.014619903327534283,1.807722081939053,1.8773794791616867,0.06965739722263375,7.500377406203432,1.080576490569256,8.580953896772687,0.24101748272612486,0.21066679808394503,0.2487759941800964,0.9628964745828914,0.0371035254171086,0.16249738389402546,0.15646815808049983,26170.71128841027,1.2076682601700393,1.8888662874954418,0.9193438273856999,0.8523876677890715,1.110262360516953,0.2634449875982306,0.29928065415193716,0.050333154486597774,0.12918312765958745,0.03162914628940797,25.95161682773399,9.15078835742343,,
999.77,0.35029500216461035,0.014514770557264082,1.8696460404118684,1.9501298613326117,0.08048382092074276,7.526739277501823,1.195405691876422,8.722144969378245,0.24840053195417935,0.2143562216605929,0.25669217606724226,0.9587289941472179,0.04127100585278179,0.18735899447974821,0.17962650032200317,30703.204039961707,1.197744397494015,1.9869177594718501,1.4121331707577078,1.2979781387212481,1.6913745937905038,0.2303144939704105,0.265034876038021,0.051856945070069486,0.1309354868305799,0.03193191934970013,23.230085488274977,6.953570098690041,8.766627269487648,2.191656817371912
999.78,0.4062111287676261,0.014408729353160697,1.931063097898004,2.0230517056436037,0.09198860774559953,7.553101148800213,1.2528871407168438,8.805988289517057,0.25566493283421043,0.21928976446593804,0.26450174352703276,0.9545297791999167,0.04547022080008317,0.2103562173653435,0.20079127371507102,35265.23418638409,1.1874383692850023,2.075687327406035,2.0345235717719663,1.8537095605676932,2.4158713523368016,0.20750874155476562,0.24081421351359927,0.05333699206193032,0.13263754087121987,0.03229425712965325,20.992415748246614,5.602011578282031,7.1683275383921465,1.7920818845980366
999.79,0.4615190090371271,0.014301809362414184,1.9922047453331702,2.0961450120946625,0.10394026676149193,7.579463020098606,1.3103685895572674,8.889831609655873,0.26284246523142907,0.2240992667588097,0.27223707947199316,0.9504136087142055,0.049586391285794285,0.2316624383704819,0.22017513405522193,39688.905009545655,1.1770167971248773,2.1592648099726643,2.788130184709879,2.51847903905954,3.2816760599744144,0.19045841225351678,0.2228730608326347,0.05473921608937937,0.13425009850278627,0.03270938072082532,19.16682347857171,4.685229147788066,6.083599846952463,1.5208999617381158
999.8,0.5162380706437322,0.014194038653878404,2.053145371287283,2.169409780685788,0.11626440939850499,7.605824891396997,1.3509414448074577,8.956766336204455,0.26994381288078434,0.2292284172903108,0.27990884598876165,0.9464073544640553,0.053592645535944713,0.2514376613868607,0.23796245192576776,44062.77480642303,1.1664248054709445,2.2346123363948474,3.6738838488876557,3.290649564236845,4.285309253761628,0.1774740936785906,0.20911899121019004,0.056058165424286426,0.1357668902379294,0.033170358926561255,17.65927666006519,4.037610718544524,5.308516281341965,1.3271290703354912
999.81,0.5703867285513647,0.01408544383326133,2.114016448265936,2.242846011416981,0.12882956315104552,7.632186762695387,1.3884127237184547,9.020599486413841,0.2769869912773661,0.23435431885097113,0.2875353699047722,0.9425597823054944,0.057440217694505843,0.2698118687861846,0.2543138163065448,48340.047166900695,1.1559640730616776,2.3027105161627617,4.687654650379825,4.164601190669736,5.418760362759577,0.16720125223713228,0.1982994737137334,0.05728736255965116,0.13718046694359884,0.03366865756659644,16.40940477138286,3.557394753315915,4.732609394214189,1.1831523485535473
999.82,0.6239824574172658,0.01397605014772557,2.174820479242953,2.3164537042890783,0.14163322504612585,7.65854863399408,1.4258840026298758,9.084432636623955,0.28397292792390905,0.23940080423681592,0.29511730666408637,0.9388577355187883,0.061142264481211905,0.2869121674054089,0.2693697077830297,52510.67847270962,1.1458195028298996,2.3648280189802953,5.827483485981184,5.1366577402141305,6.6772442306564095,0.15886454951185622,0.18961008351768557,0.05843942852888276,0.13850534280821516,0.034198168667504907,15.355298719877887,3.188766988538643,4.29115835903724,1.07278958975931
999.83,0.6770418574671246,0.013865881581072407,2.235557464216952,2.390232859300407,0.15467539508345496,7.6849105052924696,1.4633552815408724,9.148265786833342,0.2909022118965941,0.2443695358561272,0.30265496676627257,0.9352885663496708,0.0647114336503292,0.3028514669401584,0.2832535143313555,56578.28825647785,1.1360939903531002,2.4216827182402456,7.0908544656980235,6.202829196053951,8.055877144947967,0.15197614979476504,0.1825141130247979,0.05952497096161848,0.13975371660586125,0.03475338273714547,14.45321967990293,2.898316772854849,3.9441603160701417,0.9860400790175354
999.84,0.7295807145584311,0.013754960940507826,2.296241027233626,2.464183476451803,0.1679424492181765,7.711272376590861,1.4976595616540296,9.208931938244891,0.2977771909865788,0.2493493319998694,0.3101504980180681,0.9318466133617621,0.06815338663823772,0.317728281093116,0.2960740227058742,60567.15033718904,1.126799855594846,2.4731814160093983,8.474034028606821,7.35832669954166,9.548540319739978,0.14623318760781165,0.17664051768269712,0.06055033012679161,0.14093287964581036,0.035328850226520436,13.672785158983515,2.665425121878994,3.665733124979345,0.9164332812448363
999.85,0.781614055035784,0.013643309935905283,2.356910204926482,2.5383055557432654,0.18139535081678385,7.737634247889252,1.5325548654592982,9.27018911334855,0.30460346527356513,0.25424618377338865,0.3176094528922061,0.9285368341859587,0.07146316581404154,0.3316265733849476,0.3079274885827968,64457.999804386825,1.11801952813139,2.520132402679934,9.971093150472255,8.596883598015008,11.147876859045127,0.14135576035537029,0.17172544050449073,0.0615195700223875,0.14204750552574563,0.035919197180914735,12.99322278279916,2.4744928521470255,3.4384944485334126,0.8596236121333531
999.86,0.8331561959276175,0.013530949252327163,2.4176116592926435,2.6125990971747957,0.19498743788215211,7.763996119187645,1.5685311169430722,9.332527236130717,0.31138754092339765,0.2590521943437681,0.32503835786235147,0.9253664911340561,0.07463350886594389,0.34461953090157843,0.31889936608665803,68249.61734305679,1.1097668511722847,2.562714691856786,11.57455708680432,9.911329611265216,12.845059771936684,0.13716682809818095,0.16757579865077488,0.06243469899671513,0.1430999038462224,0.03651907148539798,12.398807254207918,2.3155087652530533,3.250370350259334,0.8125925875648335
999.87,0.8842207909558729,0.013417898616498992,2.478351060577877,2.687064100746392,0.20871304016851475,7.790357990486035,1.604507368426848,9.394865358912883,0.31813057417958973,0.26379846500159493,0.33243818085619214,0.9223267356701538,0.07767326432984611,0.3567778613049675,0.32906576017678957,71952.05800745395,1.1020152873813105,2.601198824048693,13.278938344564112,11.29621500930754,14.633593055903523,0.133544456415157,0.164045062619934,0.06330126312790961,0.14409645259709605,0.0371247048966127,11.874442816686768,2.1815824800154915,3.092681430965954,0.7731703577414885
999.88,0.9348208727782459,0.013304176857840489,2.539129719452092,2.761701097064839,0.22257137761274684,7.8167918771572396,1.6393062743108988,9.456098151468138,0.3248301553060546,0.26851769924341057,0.3398040518947836,0.9194078686323811,0.08059213136761895,0.3681658584107183,0.33849458718460956,75576.97198928357,1.0947275938009167,2.6358213706540594,15.07906150618087,12.74649398087115,16.50746471943741,0.1303964508663361,0.16102000517194076,0.06412435658494539,0.1450430100726872,0.037732940408486966,11.408159246198933,2.067685895635334,2.9590449003000185,0.7397612250750046
999.89,0.984968891833307,0.013189801964588514,2.6000339174016593,2.8365108053079506,0.236476887906291,7.84323202603478,1.663961895028005,9.507193921062786,0.33150031884446635,0.2734806862034647,0.3471522669904139,0.9166310639593641,0.08336893604063585,0.3788292472806026,0.34724665599374377,79203.28971502458,1.0877365952115103,2.664497298070351,16.96264910128595,14.252229933796942,18.45089417920037,0.1277301465268071,0.15841769829149027,0.06489717123400135,0.14593174691910155,0.03833740019490654,10.994875399544238,1.9719168422614761,2.844832781073832,0.711208195268458
999.9,1.03467675211657,0.013074791135485883,2.661111950595035,2.911493229487877,0.250381278892842,7.869672174912315,1.6878061962467008,9.557478371159016,0.33814775144997516,0.2784324324107602,0.3544898257886151,0.9140024519525044,0.08599754804749567,0.3888136881596478,0.35537666433061454,82762.65718075667,1.0811623716244383,2.6890360265932776,18.919206596800326,15.805114313339033,20.454734273449354,0.12539754914253415,0.15617067086841058,0.06562310314943509,0.14676656862185034,0.03893481072948716,10.62823851033182,1.8892183370950555,2.746465279623569,0.6866163199058922
999.91,1.0839558441787607,0.012959160827456847,2.722279011046394,2.9866483696046173,0.2643693585582231,7.896112323789856,1.710482988918903,9.606595312708759,0.3447619409927284,0.2833760476456249,0.36180553023588563,0.9114829314194689,0.08851706858053102,0.39817955462328164,0.3629338676793273,86261.13211263836,1.074971799160723,2.710470167062192,20.950143639331472,17.405403098655658,22.520813600647728,0.12334406082236471,0.15421992502977952,0.06631428378957416,0.14756142635801026,0.03952623261686171,10.297256179357321,1.8171583244975136,2.661042835359875,0.6652607088399688
999.92,1.132817075605431,0.012842926799643647,2.7835152878569622,3.0619762256581717,0.2784609378012095,7.922552472667393,1.733113682908106,9.6556661555755,0.3513407197314275,0.2882779129899462,0.3690969035417947,0.9090584259055263,0.09094157409447369,0.4069735418904743,0.3699627273761513,89691.3588093897,1.0691547747268124,2.7294765261241984,23.052318311229033,19.050141283187276,24.64649619097285,0.12151784914793451,0.15251984512956232,0.06697602778412835,0.1483224319517476,0.04011106630384007,9.996070938481454,1.7536934802419046,2.5863494985618765,0.6465873746404691
999.93,1.18127089920897,0.012726104154137998,2.844823588812603,3.137476797648541,0.29265320883593804,7.94899262154493,1.7555599821653027,9.704552603710233,0.3578847942444934,0.2931431983505322,0.37636448396059163,0.906723387068464,0.093276612931536,0.4152352025814082,0.37650346931467427,93056.57094759241,1.0636821753298202,2.746263661110417,25.220842763030536,20.735247797917857,26.82696089383168,0.11988737554515515,0.15103383568400228,0.06761066153419358,0.14905226076432262,0.04068806105340859,9.720800944326623,1.6974524923117056,2.5206434467168974,0.6301608616792244
999.94,1.2293273391399706,0.012608707373704321,2.9062052752647354,3.2131500855765855,0.30694481031185017,7.975432770422768,1.778006281422754,9.753439051845522,0.36439468037929196,0.2979672359479019,0.38360861391396395,0.9044723084397192,0.09552769156028088,0.4230008628788231,0.3825925669200022,96356.9010219562,1.0585310894860678,2.7610867890030804,27.451164744815777,22.45697864532983,29.05791132499138,0.1184239940697265,0.14973159128774396,0.06822043497343758,0.1497535002194532,0.04125628229080305,9.468168796573186,1.6472792729152037,2.462522458713595,0.6156306146783987
999.95,1.276996015099435,0.012490750356769734,2.967659783792835,3.2889960894405847,0.3213363056477499,8.001872919300308,1.8006014680507425,9.802474387351051,0.37087064662510666,0.30274598703591143,0.39082937922307426,0.9022995780750822,0.09770042192491783,0.4303040470047961,0.38826316005642786,99592.55731707832,1.0536794934522757,2.7741824477406043,29.7391555380179,24.21197076629725,31.33553834299714,0.11710382938955934,0.14858776616644467,0.06880746476772794,0.15042858448288712,0.04181505983420388,9.235370332059507,1.602236883619559,2.4108449638177745,0.6027112409544436
999.96,1.324286164825678,0.012372246449900093,3.029164099987105,3.3650006843327165,0.33583658434561137,8.026529771052356,1.823544058543908,9.850073829596264,0.3773939904778989,0.3075270452172098,0.39817771466087215,0.900197172051331,0.09980282794866895,0.4371787467147506,0.3935470714735636,102781.60959626574,1.049081344231511,2.785491117383261,32.08219397651187,25.99796464982381,33.65683118277516,0.11591886427459298,0.14760154940184894,0.06937130189317307,0.15107699717714904,0.0423653564718396,9.01975615875659,1.5617965493894626,2.365161686696469,0.5912904216741173
999.97,1.3712066649938421,0.012253208478003872,3.090698715262378,3.441147429171959,0.35044871390958077,8.051114251745217,1.8464866490370713,9.897600900782288,0.3838845926937897,0.3122674622107762,0.40550873726391923,0.8981593433229017,0.10184065667709827,0.44365588215460744,0.3984736757773249,105912.2114267032,1.044736421580114,2.7954753733748454,34.47743378398958,27.812608161496758,36.019830796750604,0.1148408742376575,0.14673230164897802,0.06991646487802233,0.15170393460972567,0.042906098702432484,8.819261114651454,1.5250873936080773,2.3241379124562864,0.5810344781140716
999.98,1.417766050670187,0.012133648772437314,3.1522636063555263,3.5174363006951843,0.3651726943396584,8.075698732438077,1.869429239530235,9.945127971968311,0.3903394258249959,0.3169656152480499,0.41281643468092544,0.8961821442885872,0.10381785571141283,0.44976125975369496,0.4030680101840026,108985.13216084699,1.0406266052388422,2.8042829602950152,36.92158699027682,29.653293306819627,38.421585729722366,0.11385578441615962,0.14596396685111118,0.07044439529373028,0.15231105458778982,0.04343696584584412,8.632254424323163,1.4915923410196106,2.287114136233052,0.571778534058263
999.99,1.4639725334385902,0.012013579197193404,3.213858773266549,3.593867298902393,0.3800085256358441,8.100283213130936,1.8923718300234,9.992655043154336,0.39675881555063836,0.32162210737658414,0.42010093691353817,0.8942619484720811,0.10573805152791894,0.4555186262744882,0.4073529742975495,112001.82305789343,1.036734280301324,2.812032548068023,39.4115572359941,31.517597012764032,40.85931242661279,0.11295201856876473,0.1452835264619506,0.07095627219606525,0.15289971302547503,0.04395776775024177,8.457333339795479,1.460887225180837,2.25355353758255,0.5633883843956375
